Date,Store Number,City,Zip Code,County,Total Sales to Store (Dollars)
10/28/2016,4801,Des Moines,50311,POLK,$2632.92
10/31/2016,5191,Guthrie Center,50115,GUTHRIE,$1068.66
12/26/2016,5316,Sigourney,52591,KEOKUK,$651.33
10/25/2016,4684,Indianola,50125,WARREN,$1939.92
10/12/2016,2616,Clinton,52732,CLINTON,$17031.47
12/27/2016,2843,Cedar Rapids,52402,LINN,$1227.38
11/10/2016,4810,Ankeny,50021,POLK,$853.70
12/12/2016,5072,Mount Pleasant,52641,HENRY,$704.96
10/28/2016,2672,Winterset,50273,MADISON,$2860.08
12/05/2016,5039,Solon,52333,JOHNSON,$372.63
12/12/2016,3805,Davenport,52084,Scott,$3081.74
10/07/2016,4797,Des Moines,50316,POLK,$1545.96
10/28/2016,9906,Des Moines,50317,POLK,$343.50
10/21/2016,4829,Des Moines,50314,POLK,$1586.14
11/07/2016,4584,Dumont,50602,Butler,$667.78
12/23/2016,4591,Clarion,50525,WRIGHT,$805.90
11/08/2016,5061,Cedar Rapids,52404,LINN,$1775.13
10/06/2016,2612,Perry,50220,DALLAS,$3472.91
10/26/2016,2594,Sioux City,51106,WOODBURY,$12139.40
11/15/2016,4310,Cherokee,51012,CHEROKEE,$1333.61
10/31/2016,5333,Anamosa,52205,JONES,$17868.23
12/08/2016,2671,Jefferson,50129,GREENE,$3400.08
12/21/2016,5292,Vinton,52349,BENTON,$1743.72
10/24/2016,3710,Columbus Junction,52738,LOUISA,$599.76
11/09/2016,4960,Ames,50010,STORY,$1201.77
11/21/2016,4794,Burlington,52601,DES MOINES,$3393.98
10/28/2016,4741,Council Bluffs,51503,POTTAWATTA,$2114.69
12/27/2016,2647,Cedar Rapids,52411,LINN,$25707.75
10/28/2016,4459,Eagle Grove,50533,WRIGHT,$1048.76
12/21/2016,4948,Wheatland,52777,CLINTON,$382.61
10/03/2016,4605,Marion,52302,LINN,$325.77
12/22/2016,4756,Marshalltown,50158,MARSHALL,$556.54
10/13/2016,4603,Des Moines,50320,POLK,$563.84
11/11/2016,3842,Bancroft,50517,KOSSUTH,$4820.94
12/01/2016,4756,Marshalltown,50158,MARSHALL,$1178.78
11/01/2016,2552,Cedar Rapids,52404,LINN,$12231.80
11/21/2016,2190,Des Moines,50314,POLK,$14884.83
12/21/2016,3735,Oskaloosa,52577,Buchanan,$8225.54
10/13/2016,4083,Ankeny,50021,POLK,$2911.34
11/23/2016,5313,Des Moines,50315,POLK,$1776.24
11/17/2016,3656,Ankeny,50021,POLK,$19545.72
12/21/2016,3789,Oskaloosa,52577,MAHASKA,$2346.90
10/07/2016,9001,Swisher,52338,JOHNSON,$1073.70
10/26/2016,5323,Gladbrook,50635,TAMA,$653.57
11/01/2016,3932,Mapleton,51034,MONONA,$3741.20
11/07/2016,3162,Muscatine,52761,MUSCATINE,$2674.99
11/18/2016,2607,Shenandoah,51601,PAGE,$8661.12
10/20/2016,4718,West Des Moines,50266,POLK,$1360.86
11/18/2016,4767,Ankeny,50023,Polk,$333.54
12/12/2016,4233,Cresco,52136,HOWARD,$2507.61
12/27/2016,4301,Des Moines,50320,POLK,$1087.84
12/19/2016,3917,Davenport,52804,SCOTT,$2974.82
12/20/2016,4517,Cedar Rapids,52402,LINN,$795.41
12/28/2016,3465,Panora,50216,GUTHRIE,$1994.11
12/13/2016,2844,Iowa City,52240,JOHNSON,$1320.00
12/13/2016,4106,Dubuque,52002,DUBUQUE,$1262.03
11/22/2016,4517,Cedar Rapids,52402,LINN,$515.28
12/01/2016,2555,Keokuk,52632,LEE,$388.07
12/12/2016,3521,Council Bluffs,51501,POTTAWATTA,$4339.69
11/22/2016,4969,Clear Lake,50428,Cerro Gord,$3281.50
10/07/2016,4289,Waukon,52172,ALLAMAKEE,$1026.98
10/25/2016,5258,Dubuque,52001,DUBUQUE,$987.17
10/10/2016,5213,Montrose,52639,LEE,$589.75
10/10/2016,2661,Sheldon,51201,OBRIEN,$6012.10
11/01/2016,2605,Cedar Rapids,52402,LINN,$7845.21
11/04/2016,4306,Hampton,50441,FRANKLIN,$953.94
10/17/2016,4296,Keosauqua,52565,VAN BUREN,$1938.21
11/07/2016,4231,Le Mars,51031,PLYMOUTH,$1252.94
11/21/2016,2535,West Des Moines,50265,POLK,$2500.34
12/26/2016,5320,Davenport,52801,SCOTT,$1766.00
10/12/2016,4437,Ames,50010,STORY,$507.46
10/25/2016,4492,Cedar Rapids,52404,LINN,$3464.92
12/02/2016,4419,Lamoni,50140,DECATUR,$625.61
12/21/2016,2606,Humboldt,50548,HUMBOLDT,$8286.17
11/28/2016,4897,Burlington,52601,DES MOINES,$2461.41
11/22/2016,4131,Urbandale,50322,POLK,$857.13
10/10/2016,4970,West Liberty,52776,MUSCATINE,$1140.76
10/13/2016,2582,Mason City,50401,CERRO GORD,$5192.36
11/17/2016,4598,Des Moines,50317,POLK,$1153.03
12/20/2016,4131,Urbandale,50322,POLK,$1885.71
12/13/2016,2200,Sac City,50583,SAC,$2314.28
10/25/2016,4502,Waterloo,50703,BLACK HAWK,$1604.72
12/07/2016,4105,Nevada,50201,STORY,$2307.80
10/19/2016,4170,West Branch,52358,CEDAR,$973.60
10/19/2016,2644,Fort Dodge,50501,WEBSTER,$15856.74
11/11/2016,4466,Fayette,52142,FAYETTE,$833.60
10/03/2016,4891,Sibley,51249,OSCEOLA,$2367.13
10/19/2016,4134,Pleasantville,50225,MARION,$1300.71
11/09/2016,3417,Marengo,52301,IOWA,$2133.29
11/21/2016,3587,Keokuk,52632,LEE,$1226.25
10/06/2016,4676,Sioux City,51101,WOODBURY,$1289.06
12/26/2016,4057,Des Moines,50316,POLK,$7487.70
11/17/2016,3420,Windsor Heights,50311,Polk,$15640.59
12/21/2016,5107,Windsor Heights,50311,Polk,$44.58
10/10/2016,3563,Muscatine,52761,MUSCATINE,$6042.24
12/07/2016,5253,Center Point,52213,LINN,$389.98
11/04/2016,4914,Cedar Falls,50613,BLACK HAWK,$2509.37
12/05/2016,4571,Allison,50602,BUTLER,$1176.09
11/08/2016,4097,Schleswig,51461,CRAWFORD,$1927.78
11/16/2016,5301,Ottumwa,52501,WAPELLO,$976.44
11/22/2016,4998,Lake City,51449,CALHOUN,$2673.06
11/30/2016,4674,Ames,50010,STORY,$1875.26
11/28/2016,4777,Paullina,51046,OBRIEN,$978.48
12/19/2016,3918,Davenport,52802,SCOTT,$1304.60
12/20/2016,4902,Waterloo,50703,BLACK HAWK,$2910.25
12/26/2016,2670,Coralville,52241,JOHNSON,$21159.62
12/20/2016,4998,Lake City,51449,CALHOUN,$2087.79
11/22/2016,4902,Waterloo,50703,BLACK HAWK,$1861.71
11/15/2016,5242,Iowa City,52240,JOHNSON,$273.30
10/10/2016,4967,Blue Grass,52726,SCOTT,$863.71
10/24/2016,4475,Council Bluffs,51501,POTTAWATTA,$1332.58
11/17/2016,4773,West Des Moines,50265,POLK,$337.14
11/23/2016,4509,Ames,50010,STORY,$141.72
11/30/2016,4554,Sioux City,51103,WOODBURY,$1743.83
11/03/2016,3664,Northwood,50459,WORTH,$2507.82
12/14/2016,4588,Sioux City,51103,WOODBURY,$4439.72
10/10/2016,3782,Guttenberg,52052,CLAYTON,$1657.54
12/19/2016,5252,North English,52316,IOWA,$836.63
10/24/2016,5091,Muscatine,52761,MUSCATINE,$597.05
10/10/2016,4180,Marion,52302,LINN,$779.16
11/04/2016,4670,Tripoli,50676,BREMER,$1677.45
11/09/2016,3524,Ames,50010,STORY,$16263.30
10/31/2016,3805,Davenport,52084,Scott,$2456.79
12/26/2016,3825,Des Moines,50316,POLK,$6881.18
12/30/2016,2628,Eldora,50627,HARDIN,$1130.14
11/04/2016,5206,Grundy Center,50638,GRUNDY,$2086.52
10/07/2016,4317,Greenfield,50849,ADAIR,$1815.36
11/30/2016,2853,Ames,50014,STORY,$438.50
12/12/2016,5333,Anamosa,52205,JONES,$1371.86
12/19/2016,4014,Denison,51442,CRAWFORD,$0.00
10/03/2016,3688,Fredericksburg,50630,CHICKASAW,$1205.72
10/27/2016,4638,Davenport,52804,SCOTT,$7052.90
11/16/2016,2500,Ames,50010,STORY,$23747.09
11/17/2016,4365,Grinnell,50112,POWESHIEK,$478.38
12/20/2016,2622,Iowa City,52240,JOHNSON,$10090.75
10/19/2016,5222,Cedar Rapids,52402,LINN,$7829.22
12/21/2016,3866,Ames,50010,STORY,$4909.08
11/22/2016,2622,Iowa City,52240,JOHNSON,$11972.64
10/27/2016,4613,Carroll,51401,CARROLL,$1272.36
12/15/2016,4958,Cedar Falls,50613,BLACK HAWK,$536.34
10/31/2016,4182,Dyersville,52040,DUBUQUE,$744.30
11/09/2016,5250,Des Moines,50317,POLK,$1363.48
12/12/2016,5126,Des Moines,50310,POLK,$6713.16
10/28/2016,3721,Decorah,52101,WINNESHIEK,$12421.35
12/05/2016,2584,Fort Madison,52627,LEE,$6419.99
10/10/2016,2554,Davenport,52802,SCOTT,$3960.84
10/14/2016,3930,St Lucas,52166,Fayette,$2865.45
10/14/2016,3385,Cedar Rapids,52402,LINN,$88.56
10/18/2016,4411,De Soto,50069,DALLAS,$791.80
12/14/2016,2566,Knoxville,50138,MARION,$3642.84
10/20/2016,4997,Des Moines,50309,POLK,$4938.79
11/08/2016,2571,Waterloo,50703,BLACK HAWK,$14577.51
11/10/2016,4959,Cedar Falls,50613,BLACK HAWK,$2705.82
10/07/2016,5302,Belmond,50421,WRIGHT,$1170.48
11/21/2016,4159,Council Bluffs,51503,POTTAWATTA,$543.63
12/05/2016,3773,Cedar Rapids,52401,LINN,$15938.40
12/22/2016,4727,Ankeny,50021,POLK,$1379.07
10/05/2016,4200,Sioux City,51108,WOODBURY,$2313.50
12/23/2016,4396,Reinbeck,50669,GRUNDY,$1115.88
10/03/2016,3705,Rock Rapids,51246,LYON,$2065.73
12/23/2016,5144,Ankeny,50021,POLK,$14724.45
10/05/2016,5096,North Liberty,52317,JOHNSON,$1704.00
12/01/2016,4727,Ankeny,50021,POLK,$1226.05
10/04/2016,4829,Des Moines,50314,POLK,$3884.30
11/07/2016,3790,Mt Pleasant,52641,Henry,$5735.58
11/14/2016,5108,Bettendorf,52722,SCOTT,$1102.64
11/16/2016,5292,Vinton,52349,BENTON,$649.48
10/10/2016,4312,Council Bluffs,51501,POTTAWATTA,$14247.83
10/11/2016,2666,Ankeny,50023,Polk,$14826.41
12/28/2016,5349,Robins,52328,LINN,$747.90
10/03/2016,4904,Larchwood,51241,LYON,$1120.38
11/14/2016,4255,Orange City,51041,SIOUX,$2031.56
12/14/2016,2618,Cedar Rapids,52402,LINN,$4231.01
11/01/2016,3980,Iowa City,52246,JOHNSON,$18708.69
12/13/2016,4677,Coralville,52241,JOHNSON,$3441.96
10/11/2016,4077,Waterloo,50703,BLACK HAWK,$1506.83
10/04/2016,5270,Urbandale,50322,POLK,$923.94
10/31/2016,2459,Guthrie Center,50115,GUTHRIE,$2140.61
11/14/2016,2602,Webster City,50595,HAMILTON,$1816.48
11/09/2016,2562,Fort Dodge,50501,WEBSTER,$14402.55
10/10/2016,2627,Des Moines,50310,POLK,$1480.82
12/09/2016,4355,Story City,50248,STORY,$1591.34
10/06/2016,4981,Traer,50675,TAMA,$1701.16
11/16/2016,4948,Wheatland,52777,CLINTON,$608.58
12/22/2016,5155,Waterloo,50701,BLACK HAWK,$2942.71
12/01/2016,3881,Marshalltown,50158,MARSHALL,$6681.85
10/14/2016,2835,Cedar Falls,50613,BLACK HAWK,$1534.73
12/14/2016,3783,Pocahontas,50574,POCAHONTAS,$1641.01
12/01/2016,2636,Des Moines,50317,POLK,$2602.69
12/29/2016,4829,Des Moines,50314,POLK,$22733.38
10/05/2016,5050,Carlisle,50047,WARREN,$1398.72
10/31/2016,4949,Davenport,52802,SCOTT,$1470.70
11/21/2016,3612,Maquoketa,52060,JACKSON,$6323.86
10/12/2016,3592,Fort Dodge,50501,Hardin,$8275.80
11/14/2016,4752,Burlington,52655,Des Moines,$2237.54
11/17/2016,9901,Swisher,52338,Polk,$1497.06
12/22/2016,3881,Marshalltown,50158,MARSHALL,$8984.17
12/01/2016,5155,Waterloo,50701,BLACK HAWK,$4911.47
10/03/2016,3065,Montezuma,50171,POWESHIEK,$1470.06
10/11/2016,2636,Des Moines,50317,POLK,$5737.95
10/19/2016,2238,Altoona,50009,POLK,$1280.46
11/04/2016,4478,Des Moines,50315,POLK,$2973.23
11/16/2016,3735,Oskaloosa,52577,Buchanan,$5720.88
11/28/2016,3803,Strawberry Point,52076,CLAYTON,$637.09
10/10/2016,2539,Iowa Falls,50126,HARDIN,$10077.79
10/27/2016,4518,West Des Moines,50266,POLK,$807.35
11/17/2016,2630,West Des Moines,50266,POLK,$7467.96
12/21/2016,4720,Chariton,50049,LUCAS,$1709.58
12/08/2016,5307,Johnston,50131,POLK,$3288.29
10/13/2016,5248,Marshalltown,50158,MARSHALL,$3674.27
11/16/2016,2846,Cedar Rapids,52404,LINN,$559.15
12/13/2016,5270,,,,$858.63
10/20/2016,4344,Grimes,50111,POLK,$4190.88
12/12/2016,3690,Waterloo,50702,BLACK HAWK,$3154.61
12/20/2016,4800,Des Moines,50320,POLK,$2830.44
11/22/2016,4800,Des Moines,50320,POLK,$1378.26
10/12/2016,3723,Onawa,51040,MONONA,$2904.08
10/24/2016,5018,Davenport,52802,SCOTT,$4076.24
12/07/2016,3853,Davenport,52804,SCOTT,$1827.66
12/08/2016,2248,Des Moines,50312,POLK,$16190.98
11/02/2016,3715,Davenport,52807,SCOTT,$2548.90
10/07/2016,4455,Eldora,50627,HARDIN,$229.50
12/05/2016,4698,Fairfield,52556,JEFFERSON,$549.47
11/09/2016,2556,Estherville,51334,EMMET,$5304.50
11/01/2016,3870,Altoona,50009,POLK,$22.61
10/17/2016,3629,Council Bluffs,51503,POTTAWATTA,$5686.61
11/17/2016,4392,Clive,50325,POLK,$1191.91
10/05/2016,4652,Davenport,52803,SCOTT,$3543.12
10/18/2016,4489,Cedar Rapids,52405,LINN,$1265.56
11/01/2016,2509,Cedar Rapids,52404,LINN,$5757.99
11/04/2016,4462,Buffalo Center,50424,WINNEBAGO,$619.35
11/30/2016,4129,Ames,50010,STORY,$6515.58
11/10/2016,5116,Newton,50702,Webster,$4087.48
12/14/2016,3704,Emmetsburg,50536,PALO ALTO,$4861.58
11/11/2016,3717,Sumner,50674,BREMER,$1307.35
12/23/2016,4743,Council Bluffs,51503,POTTAWATTA,$5999.34
10/31/2016,4820,Inwood,51240,LYON,$791.08
11/09/2016,2523,Centerville,52544,APPANOOSE,$3297.94
12/05/2016,4898,Burlington,52601,DES MOINES,$2032.42
12/19/2016,4267,Anita,50020,CASS,$631.95
11/08/2016,4116,Lake View,51450,SAC,$627.48
12/12/2016,3403,Columbus Junction,52738,LOUISA,$1590.64
12/26/2016,2548,Altoona,50009,POLK,$4171.30
12/16/2016,4236,Eagle Grove,50533,WRIGHT,$3341.42
10/13/2016,4553,Sheffield,50475,FRANKLIN,$725.82
11/01/2016,4536,Dubuque,52003,DUBUQUE,$927.16
11/30/2016,3013,Bloomfield,52537,DAVIS,$1828.49
10/31/2016,4644,Davenport,52803,SCOTT,$456.31
12/12/2016,4962,Davenport,52803,SCOTT,$3863.23
12/22/2016,3456,Clear Lake,50428,Cerro Gord,$6451.59
10/07/2016,4626,Council Bluffs,51501,POTTAWATTA,$526.93
10/07/2016,2657,Bedford,50833,TAYLOR,$1040.99
10/26/2016,5005,Laurens,50554,POCAHONTAS,$1206.30
10/03/2016,4148,Independence,50644,BUCHANAN,$2604.75
12/02/2016,3648,Fairbank,50629,BUCHANAN,$1223.59
12/29/2016,2648,West Des Moines,50265,POLK,$14662.23
11/22/2016,4210,Storm Lake,50588,BUENA VIST,$1960.38
11/28/2016,4051,Maquoketa,52060,JACKSON,$3167.03
12/01/2016,3456,Clear Lake,50428,Cerro Gord,$8786.89
10/26/2016,3942,Toledo,52342,TAMA,$3547.78
10/10/2016,5039,Solon,52333,JOHNSON,$677.22
12/23/2016,4723,Cedar Falls,50613,BLACK HAWK,$1965.24
11/29/2016,2509,Cedar Rapids,52404,LINN,$3612.68
12/14/2016,5238,Fort Dodge,50501,WEBSTER,$1790.43
10/20/2016,5251,Mason City,50401,CERRO GORD,$7291.97
12/06/2016,4210,Storm Lake,50588,BUENA VIST,$1618.50
10/20/2016,4696,West Des Moines,50266,POLK,$471.94
12/16/2016,5229,Norwalk,50211,WARREN,$236.89
12/08/2016,4140,Des Moines,50313,POLK,$2064.07
11/30/2016,2642,Pella,50219,MARION,$15366.65
10/31/2016,4859,Burlington,52601,DES MOINES,$1748.58
12/16/2016,3698,West Des Moines,50266,POLK,$4824.09
12/26/2016,4098,Washington,52353,WASHINGTON,$4117.02
10/19/2016,4662,Cedar Rapids,52405,LINN,$1051.52
12/19/2016,4897,Burlington,52601,DES MOINES,$2461.60
10/05/2016,4717,Bettendorf,52722,SCOTT,$1318.26
10/18/2016,4137,Waukee,50263,DALLAS,$2397.09
12/09/2016,2620,Windsor Heights,50311,Polk,$11269.92
12/21/2016,4575,Slater,50244,STORY,$1716.09
11/15/2016,3749,Storm Lake,50588,BUENA VIST,$2182.14
12/30/2016,5302,Belmond,50421,WRIGHT,$914.28
10/10/2016,5311,Paullina,51046,OBRIEN,$810.70
12/21/2016,4695,Altoona,50009,POLK,$1332.18
10/06/2016,4732,Clive,50325,POLK,$1540.98
10/06/2016,5125,Des Moines,50316,POLK,$8938.32
10/05/2016,4437,Ames,50010,STORY,$791.87
12/08/2016,5203,Coon Rapids,50058,CARROLL,$2179.45
12/21/2016,5003,Davenport,52804,SCOTT,$7689.29
10/31/2016,2506,Burlington,52601,DES MOINES,$15671.08
12/01/2016,4027,Centerville,52544,APPANOOSE,$65.52
10/25/2016,4853,Johnston,50131,POLK,$586.11
11/23/2016,4565,Sioux City,51106,WOODBURY,$1268.94
11/03/2016,5166,Marshalltown,50158,MARSHALL,$3502.51
11/17/2016,5102,Mount Vernon,52314,LINN,$20747.07
11/23/2016,5257,Ottumwa,52501,WAPELLO,$3717.65
12/19/2016,5062,Montrose,52639,LEE,$847.95
10/20/2016,4604,Newton,50208,JASPER,$3258.90
11/16/2016,3943,Nevada,50201,STORY,$2391.72
11/29/2016,4408,Boone,50036,BOONE,$1761.77
12/15/2016,4410,Perry,50220,Boone,$702.85
12/23/2016,3857,Waukon,52172,ALLAMAKEE,$4195.75
11/07/2016,2629,Council Bluffs,51503,POTTAWATTA,$12241.28
10/18/2016,4678,Adel,50003,DALLAS,$2519.91
11/28/2016,3917,Davenport,52804,SCOTT,$2918.28
12/07/2016,5048,Rolfe,50581,POCAHONTAS,$460.30
12/16/2016,3700,Avoca,51521,POTTAWATTA,$4398.40
11/08/2016,4458,Johnston,50131,POLK,$360.94
11/15/2016,4757,Bondurant,50035,POLK,$1837.13
12/12/2016,4585,Farley,52046,DUBUQUE,$288.64
12/15/2016,4362,Polk City,50226,POLK,$696.60
10/14/2016,4762,Fort Atkinson,52144,WINNESHIEK,$1347.04
11/21/2016,2660,Sioux Center,51250,SIOUX,$1698.70
10/11/2016,5211,Johnston,50131,POLK,$339.77
12/20/2016,9930,Raymond,50667,BLACK HAWK,$144.00
11/18/2016,5167,Fort Dodge,50501,WEBSTER,$3028.11
12/21/2016,4135,Altoona,50009,POLK,$1896.43
11/28/2016,5252,North English,52316,IOWA,$650.33
10/11/2016,4448,Urbandale,50322,POLK,$378.44
11/04/2016,3928,North Liberty,52317,JOHNSON,$5.27
10/28/2016,4165,Ankeny,50023,Polk,$604.42
12/29/2016,5069,Lake Mills,50450,WINNEBAGO,$1143.96
10/26/2016,5025,Cedar Rapids,52403,LINN,$330.12
11/07/2016,2662,Muscatine,52761,MUSCATINE,$4571.28
12/13/2016,2619,West Des Moines,50266,POLK,$19977.61
10/07/2016,2521,West Des Moines,50265,POLK,$18041.48
12/07/2016,5073,Cedar Rapids,52404,LINN,$1790.04
11/17/2016,5212,Mason City,50401,CERRO GORD,$712.73
11/16/2016,5293,Arnolds Park,51331,DICKINSON,$3659.52
11/02/2016,5323,Gladbrook,50635,TAMA,$414.43
12/08/2016,3877,Des Moines,50322,Polk,$4681.68
11/17/2016,3858,Davenport,52806,SCOTT,$7697.01
11/30/2016,4222,Evansdale,50707,BLACK HAWK,$1300.50
10/28/2016,4370,Norwalk,50211,WARREN,$1781.91
11/11/2016,4591,Clarion,50525,WRIGHT,$1837.86
12/09/2016,2658,Mount Ayr,50854,RINGGOLD,$1432.16
11/09/2016,4254,Emmetsburg,50536,PALO ALTO,$1362.42
11/16/2016,4232,Moravia,52571,APPANOOSE,$1567.93
10/04/2016,4384,Adel,50003,DALLAS,$1186.31
11/14/2016,5087,Logan,51546,HARRISON,$333.12
11/03/2016,4726,Ankeny,50021,POLK,$1549.19
12/21/2016,3626,Spencer,51301,CLAY,$3116.46
11/29/2016,4068,West Des Moines,50265,POLK,$1407.19
12/28/2016,3776,Davenport,52806,SCOTT,$7667.76
12/30/2016,4626,Council Bluffs,51501,POTTAWATTA,$616.19
11/14/2016,5236,Anamosa,52205,JONES,$3356.50
12/05/2016,4972,Monona,52159,CLAYTON,$715.12
12/14/2016,5172,Cedar Rapids,52404,LINN,$3278.10
12/30/2016,2657,Bedford,50833,TAYLOR,$786.76
11/17/2016,4429,Colfax,50054,JASPER,$1015.47
11/21/2016,4434,Rock Rapids,51246,LYON,$2025.68
12/29/2016,5012,Perry,50220,Boone,$712.75
11/21/2016,4307,Dunlap,712-2,Harrison,$330.49
11/28/2016,3918,Davenport,52802,SCOTT,$1210.77
10/03/2016,4654,Stuart,50250,Adair,$1028.05
12/05/2016,5244,Cresco,52136,HOWARD,$4013.14
10/04/2016,5028,Storm Lake,50588,BUENA VIST,$135.66
11/16/2016,3722,Sioux City,51106,WOODBURY,$5839.14
11/29/2016,3980,Iowa City,52246,JOHNSON,$9188.70
12/29/2016,2848,Ankeny,50023,Polk,$3435.69
12/07/2016,3916,Ottumwa,52501,WAPELLO,$1277.67
12/05/2016,5001,Independence,50644,BUCHANAN,$2768.80
12/26/2016,4114,Atlantic,50022,CASS,$3061.06
11/03/2016,4379,West Des Moines,50266,POLK,$1007.04
12/23/2016,3842,Bancroft,50517,KOSSUTH,$5005.36
10/05/2016,5145,Des Moines,50315,POLK,$720.96
12/30/2016,4289,Waukon,52172,ALLAMAKEE,$1186.26
10/26/2016,3715,Davenport,52807,SCOTT,$2405.46
10/26/2016,5130,Davenport,52801,SCOTT,$1220.64
10/28/2016,5119,Corwith,50430,HANCOCK,$1114.84
10/19/2016,2596,Ottumwa,52501,WAPELLO,$3139.45
12/06/2016,2622,Iowa City,52240,JOHNSON,$10898.50
12/13/2016,4496,Cedar Rapids,52402,LINN,$1265.61
10/17/2016,4498,Winthrop,50682,BUCHANAN,$387.59
10/26/2016,9902,Leclaire,52753,Scott,$2082.84
10/12/2016,5050,Carlisle,50047,WARREN,$1291.06
10/19/2016,5150,Victor,52347,Poweshiek,$530.25
12/09/2016,4495,Grundy Center,50638,GRUNDY,$424.03
10/05/2016,3592,Fort Dodge,50501,Hardin,$10020.84
11/23/2016,4269,Tipton,52772,CEDAR,$2259.00
12/15/2016,4734,Urbandale,50322,POLK,$1821.24
12/29/2016,5138,Kellogg,50135,JASPER,$813.61
11/03/2016,4104,Mason City,50401,CERRO GORD,$1208.22
12/01/2016,3054,Grinnell,50112,POWESHIEK,$3059.28
11/21/2016,3833,Atlantic,50022,CASS,$3835.44
11/17/2016,4577,Woodward,50276,DALLAS,$572.22
12/15/2016,4388,Clive,50325,POLK,$323.35
10/17/2016,5249,Davenport,52803,SCOTT,$3335.95
12/02/2016,4369,Norwalk,50211,WARREN,$2143.80
12/14/2016,2614,Davenport,52807,SCOTT,$32567.98
12/22/2016,3054,Grinnell,50112,POWESHIEK,$2386.20
10/04/2016,2513,Iowa City,52240,JOHNSON,$7726.45
11/21/2016,4619,Fort Madison,52627,LEE,$2120.30
12/07/2016,4783,,,,$751.62
11/21/2016,3682,Wesley,50483,KOSSUTH,$3791.08
12/21/2016,2603,Bettendorf,52722,SCOTT,$25352.62
10/12/2016,4200,Sioux City,51108,WOODBURY,$378.68
11/23/2016,5262,Bettendorf,52722,SCOTT,$670.10
12/01/2016,3354,Davenport,52807,SCOTT,$29244.54
11/02/2016,5005,Laurens,50554,POCAHONTAS,$968.62
12/06/2016,4998,Lake City,51449,CALHOUN,$1915.62
12/21/2016,4433,Pleasant Hill,50317,Polk,$544.34
11/04/2016,5309,Des Moines,50314,POLK,$480.04
12/22/2016,3354,Davenport,52807,SCOTT,$24714.81
11/09/2016,2508,Cedar Rapids,52405,LINN,$7471.06
12/15/2016,2543,Ottuwma,52501,Wapello,$2288.39
10/12/2016,5096,North Liberty,52317,JOHNSON,$2685.84
12/26/2016,2555,Keokuk,52632,LEE,$14264.23
11/07/2016,3952,Bettendorf,52722,SCOTT,$17965.47
12/06/2016,4902,Waterloo,50703,BLACK HAWK,$2282.81
11/02/2016,3942,Toledo,52342,TAMA,$5580.33
11/08/2016,9911,Urbandale,50322,POLK,$1718.28
12/01/2016,5196,Coralville,52241,JOHNSON,$1014.83
12/12/2016,3676,Greene,50636,BUTLER,$424.62
10/17/2016,4892,Davenport,52802,SCOTT,$1128.05
12/14/2016,4829,Des Moines,50314,POLK,$2160.99
12/15/2016,2528,Des Moines,50315,POLK,$5164.34
12/22/2016,5196,Coralville,52241,JOHNSON,$563.91
12/09/2016,4896,Harpers Ferry,52146,ALLAMAKEE,$514.02
10/17/2016,5081,Atlantic,50022,CASS,$556.52
12/14/2016,2609,Ames,50010,STORY,$1409.81
10/24/2016,5100,Davenport,52802,SCOTT,$3128.26
12/29/2016,3645,Windsor Heights,50311,Polk,$3464.04
12/06/2016,4131,Urbandale,50322,POLK,$1746.20
11/28/2016,4267,Anita,50020,CASS,$1177.84
12/01/2016,2838,Davenport,52806,SCOTT,$1306.20
11/09/2016,4617,Des Moines,50317,POLK,$1564.83
10/03/2016,3707,Cedar Rapids,52402,LINN,$1982.82
11/08/2016,3738,Dubuque,52001,DUBUQUE,$1601.19
10/03/2016,5208,Atlantic,50022,CASS,$370.53
12/21/2016,4025,Belle Plaine,52208,BENTON,$2787.84
11/03/2016,4595,Des Moines,50321,POLK,$590.73
11/14/2016,4067,Wellman,52356,Wapello,$1223.45
11/29/2016,3932,Mapleton,51034,MONONA,$4145.05
12/13/2016,3495,Monticello,52310,JONES,$3110.44
12/16/2016,2550,Osceola,50213,CLARKE,$3116.72
10/14/2016,4042,Glenwood,51534,MILLS,$606.17
11/03/2016,3041,Colfax,50054,JASPER,$952.22
10/27/2016,3731,Davenport,52807,SCOTT,$8628.00
12/08/2016,2535,West Des Moines,50265,POLK,$10866.70
10/31/2016,4953,Lost Nation,52254,CLINTON,$524.87
11/18/2016,4973,West Union,52175,FAYETTE,$3449.98
12/19/2016,4051,Maquoketa,52060,JACKSON,$3144.81
12/26/2016,2651,Waverly,50677,BREMER,$13141.80
12/19/2016,3803,Strawberry Point,52076,CLAYTON,$708.90
10/05/2016,3723,Onawa,51040,MONONA,$3952.33
12/15/2016,3719,Marshalltown,50158,MARSHALL,$3971.88
11/23/2016,3949,Pella,50219,MARION,$2259.78
12/12/2016,5163,Mount Pleasant,52641,HENRY,$634.38
12/12/2016,4130,Keosauqua,52565,VAN BUREN,$2051.52
11/10/2016,5127,Des Moines,50312,POLK,$8510.36
11/15/2016,4895,Cedar Rapids,52402,LINN,$3870.32
12/07/2016,4978,Waterloo,50702,BLACK HAWK,$2385.72
11/18/2016,5182,Council Bluffs,51501,POTTAWATTA,$345.63
12/15/2016,5280,Mason City,50401,CERRO GORD,$792.17
12/09/2016,3654,Belmond,50421,WRIGHT,$605.46
10/03/2016,4336,George,51237,LYON,$1071.04
